eu_code,tên sản phẩm,annex1_legal_ref,hs6 hiện tại,đánh giá,mã HS6 đúng đề xuất (nếu sai/ngờ),lý do + nguồn dẫn,hs6_current_desc,hs6_proposed_desc,source_concordance_url,source_hs2012_url,source_annex1_url,original_annex1_group,original_note
231040,Okralady's fingers,0231040 Okra/lady's fingers | Abelmoschus esculentus,070999,ĐÚNG,,"Mã HS2012 hiện tại hợp lệ và mô tả khớp/đủ gần với sản phẩm Annex hoặc là mã NEC hợp lý trong cùng nhóm. Nguồn EU/loài: 0231040 Okra/lady's fingers | Abelmoschus esculentus. HS2012 hiện tại: 070999: Vegetables: edible, n.e.c. in chapter 07, fresh or chilled.","070999: Vegetables: edible, n.e.c. in chapter 07, fresh or chilled",,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,02xxxxx Rau,Đậu bắp/okra (Abelmoschus) — LỆCH kỳ vọng 0239→thực tế EU 0231040
256080,Basil and edible flowers,0256080 Basil and edible flowers | Ocimum basilicum,070960,SAI,070999,"Basil và edible flowers là herbs/vegetables n.e.c.; 070960 là Capsicum/Pimenta. Nguồn EU/loài: 0256080 Basil and edible flowers | Ocimum basilicum. HS2012 hiện tại: 070960: Vegetables: fruits of the genus capsicum or of the genus pimenta, fresh or chilled. HS2012 đề xuất: 070999: Vegetables: edible, n.e.c. in chapter 07, fresh or chilled.","070960: Vegetables: fruits of the genus capsicum or of the genus pimenta, fresh or chilled","070999: Vegetables: edible, n.e.c. in chapter 07, fresh or chilled",https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,02xxxxx Rau,"residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN"
162020,Litchislychees,0162020 Litchis/lychees | Litchi chinensis,081090,ĐÚNG,,"Mã HS2012 hiện tại hợp lệ và mô tả khớp/đủ gần với sản phẩm Annex hoặc là mã NEC hợp lý trong cùng nhóm. Nguồn EU/loài: 0162020 Litchis/lychees | Litchi chinensis. HS2012 hiện tại: 081090: Fruit, edible: fruits n.e.c. in heading no. 0801 to 0810, fresh.","081090: Fruit, edible: fruits n.e.c. in heading no. 0801 to 0810, fresh",,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,01xxxxx Trái cây (fresh/frozen) + nuts,"Vải/litchi (Litchi chinensis), n.e.c. heading 0810"
154050,Rose hips,0154050 Rose hips | Rosa canina; Rosa majalis; Rosa rugosa,081090,ĐÚNG,,"Mã HS2012 hiện tại hợp lệ và mô tả khớp/đủ gần với sản phẩm Annex hoặc là mã NEC hợp lý trong cùng nhóm. Nguồn EU/loài: 0154050 Rose hips | Rosa canina; Rosa majalis; Rosa rugosa. HS2012 hiện tại: 081090: Fruit, edible: fruits n.e.c. in heading no. 0801 to 0810, fresh.","081090: Fruit, edible: fruits n.e.c. in heading no. 0801 to 0810, fresh",,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,01xxxxx Trái cây (fresh/frozen) + nuts,"residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN | REANCHOR 081010->081090: lump về nec đúng nhóm (ngoài-panel)"
260030,Peas (with pods),0260030 Peas (with pods) | Pisum sativum,070810,NGỜ,070810;070890,"Peas with pods fit 070810 for Pisum, nhưng Annex có chickpeas/pigeon peas/legumes khác; cần 070890. Nguồn EU/loài: 0260030 Peas (with pods) | Pisum sativum. HS2012 hiện tại: 070810: Vegetables, leguminous: peas (pisum sativum), shelled or unshelled, fresh or chilled. HS2012 đề xuất: 070810: Vegetables, leguminous: peas (pisum sativum), shelled or unshelled, fresh or chilled | 070890: Vegetables, leguminous: (other than peas and beans), shelled or unshelled, fresh or chilled.","070810: Vegetables, leguminous: peas (pisum sativum), shelled or unshelled, fresh or chilled","070810: Vegetables, leguminous: peas (pisum sativum), shelled or unshelled, fresh or chilled | 070890: Vegetables, leguminous: (other than peas and beans), shelled or unshelled, fresh or chilled",https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,02xxxxx Rau,"residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN"
232990,Others (2),0232990 Others ( 2 ),070940,SAI,070999,"Others của cucurbits edible peel không phải celery 070940; dùng vegetables n.e.c. 070999. Nguồn EU/loài: 0232990 Others ( 2 ). HS2012 hiện tại: 070940: Vegetables: celery (other than celeriac), fresh or chilled. HS2012 đề xuất: 070999: Vegetables: edible, n.e.c. in chapter 07, fresh or chilled.","070940: Vegetables: celery (other than celeriac), fresh or chilled","070999: Vegetables: edible, n.e.c. in chapter 07, fresh or chilled",https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,02xxxxx Rau,"residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN"
1200000,PRODUCTS OR PART OF PRODUCTS EXCLUSIVELY USED FOR ANIMAL FEED PRODUCTION (8),1200000 PRODUCTS OR PART OF PRODUCTS EXCLUSIVELY USED FOR ANIMAL FEED PRODUCTION ( 8 ),,NGỜ,,Dòng đang để trống/loại vì thuộc sản phẩm động vật hoặc ngoài crop scope; nếu concordance toàn Annex I thì cần xây ánh xạ động vật riêng. Nguồn EU/loài: 1200000 PRODUCTS OR PART OF PRODUCTS EXCLUSIVELY USED FOR ANIMAL FEED PRODUCTION ( 8 ). HS2012 hiện tại: (trống).,(trống),,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,12xxxxx SP động vật,"residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN"
233990,Others (2),0233990 Others ( 2 ),080719,NGỜ,080719,"Others của cucurbits inedible peel có thể là melons khác nhưng là catch-all nên cần xác minh. Nguồn EU/loài: 0233990 Others ( 2 ). HS2012 hiện tại: 080719: Fruit, edible: melons, other than watermelons, fresh. HS2012 đề xuất: 080719: Fruit, edible: melons, other than watermelons, fresh.","080719: Fruit, edible: melons, other than watermelons, fresh","080719: Fruit, edible: melons, other than watermelons, fresh",https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,02xxxxx Rau,"residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN"
280990,Mosses and lichens,0280990 Mosses and lichens,070999,NGỜ,,"Mosses/lichens không khớp sạch với một mã HS6 vegetable; 070999 chỉ đúng nếu xử lý như edible vegetable. Nguồn EU/loài: 0280990 Mosses and lichens. HS2012 hiện tại: 070999: Vegetables: edible, n.e.c. in chapter 07, fresh or chilled.","070999: Vegetables: edible, n.e.c. in chapter 07, fresh or chilled",,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,02xxxxx Rau,"residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN | HSFIX6 070959->070999: mosses/lichens không phải mushroom"
402020,Oil palms kernels,0402020 Oil palms kernels | Attalea maripa; Elaeis guineensis; Elaeis oleifera,120710,NGỜ,120710;120799,"Palm kernels fit 120710, nhưng Annex có argan/babassu/jojoba/shea nuts; có thể cần 120799. Nguồn EU/loài: 0402020 Oil palms kernels | Attalea maripa; Elaeis guineensis; Elaeis oleifera. HS2012 hiện tại: 120710: Oil seeds: palm nuts and kernels, whether or not broken. HS2012 đề xuất: 120710: Oil seeds: palm nuts and kernels, whether or not broken | 120799: Oil seeds and oleaginous fruits: n.e.c. in heading no. 1207, whether or not broken.","120710: Oil seeds: palm nuts and kernels, whether or not broken","120710: Oil seeds: palm nuts and kernels, whether or not broken | 120799: Oil seeds and oleaginous fruits: n.e.c. in heading no. 1207, whether or not broken",https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,04xxxxx Hạt có dầu/oil fruits,"residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN | HSFIX 2026-06-29: 151010->120710 (151010 không tồn tại HS2012; palm kernels=120710)"
260990,Others (2),0260990 Others ( 2 ),070890,ĐÚNG,,"Mã HS2012 hiện tại hợp lệ và mô tả khớp/đủ gần với sản phẩm Annex hoặc là mã NEC hợp lý trong cùng nhóm. Nguồn EU/loài: 0260990 Others ( 2 ). HS2012 hiện tại: 070890: Vegetables, leguminous: (other than peas and beans), shelled or unshelled, fresh or chilled.","070890: Vegetables, leguminous: (other than peas and beans), shelled or unshelled, fresh or chilled",,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,02xxxxx Rau,"residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN"
140010,Apricots,0140010 Apricots | Armeniaca vulgaris ; syn: Prunus armeniaca,080910,ĐÚNG,,"Mã HS2012 hiện tại hợp lệ và mô tả khớp/đủ gần với sản phẩm Annex hoặc là mã NEC hợp lý trong cùng nhóm. Nguồn EU/loài: 0140010 Apricots | Armeniaca vulgaris ; syn: Prunus armeniaca. HS2012 hiện tại: 080910: Fruit, edible: apricots, fresh.","080910: Fruit, edible: apricots, fresh",,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,01xxxxx Trái cây (fresh/frozen) + nuts,"residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN"
632020,Rooibos,0632020 Rooibos | Aspalathus linearis,121190,ĐÚNG,,"Mã HS2012 hiện tại hợp lệ và mô tả khớp/đủ gần với sản phẩm Annex hoặc là mã NEC hợp lý trong cùng nhóm. Nguồn EU/loài: 0632020 Rooibos | Aspalathus linearis. HS2012 hiện tại: 121190: Plants and parts (including seeds and fruits) n.e.c. in heading no. 1211, used primarily in perfumery, pharmacy or for insecticidal, fungicidal purposes: fresh or dried, whether or not cut, crushed or powdered.","121190: Plants and parts (including seeds and fruits) n.e.c. in heading no. 1211, used primarily in perfumery, pharmacy or for insecticidal, fungicidal purposes: fresh or dried, whether or not cut, crushed or powdered",,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,06xxxxx Chè/cà phê/hật cacao/thảo mộc,"[herbal infusion part→1211 plants for infusion; lumped] residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN"
154070,AzarolesMediterranean medlars,0154070 Azaroles/Mediterranean medlars | Crataegus azarolus,081090,ĐÚNG,,"Mã HS2012 hiện tại hợp lệ và mô tả khớp/đủ gần với sản phẩm Annex hoặc là mã NEC hợp lý trong cùng nhóm. Nguồn EU/loài: 0154070 Azaroles/Mediterranean medlars | Crataegus azarolus. HS2012 hiện tại: 081090: Fruit, edible: fruits n.e.c. in heading no. 0801 to 0810, fresh.","081090: Fruit, edible: fruits n.e.c. in heading no. 0801 to 0810, fresh",,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,01xxxxx Trái cây (fresh/frozen) + nuts,"residual ASEAN — giữ nguyên, hoàn thiện nếu nối lại ASEAN | REANCHOR 081030->081090: lump về nec đúng nhóm (ngoài-panel)"
110020,Oranges,0110020 Oranges | Citrus sinensis,080510,NGỜ,080510;080520;080540;080590,"Oranges fit 080510, nhưng Annex có citrus hybrids/bergamots/chinottos; current quá hẹp. Nguồn EU/loài: 0110020 Oranges | Citrus sinensis. HS2012 hiện tại: 080510: Fruit, edible: oranges, fresh or dried. HS2012 đề xuất: 080510: Fruit, edible: oranges, fresh or dried | 080520: Fruit, edible: mandarins (including tangerines and satsumas), clementines, wilkings and similar citrus hybrids, fresh or dried | 080540: Fruit, edible: grapefruit, including pomelos, fresh or dried | 080590: Fruit, edible: citrus fruit n.e.c. in heading no. 0805, fresh or dried.","080510: Fruit, edible: oranges, fresh or dried","080510: Fruit, edible: oranges, fresh or dried | 080520: Fruit, edible: mandarins (including tangerines and satsumas), clementines, wilkings and similar citrus hybrids, fresh or dried | 080540: Fruit, edible: grapefruit, including pomelos, fresh or dried | 080590: Fruit, edible: citrus fruit n.e.c. in heading no. 0805, fresh or dried",https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/data/concordance_final_asean.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/product_codes_HS12_V202601.csv,https://raw.githubusercontent.com/tranphu1508/XxX123/main/concordance_review_package/sources/annex1_species_to_code.csv,01xxxxx Trái cây (fresh/frozen) + nuts,Cam/oranges
